CustomerID,FirstName,LastName,Email,Address,City,PostalCode,RegistrationDate,LastLoginDate,CustomerSegment,DateOfBirth,Phone
C04103,Thomas,Moreno,thomas.moreno@yahoo.com,550 Alexander Crossroad,Port Harcourt,281844,19/10/2023,02/05/2024 06:27,Silver,28/01/1943,8287334693
C04104,Jessica,Pham,jessica.pham@outlook.com,"5367 Michael Parks, Rivers",Port Harcourt,417115,30/06/2024,,VIP,02/01/1939,7014686496
C04105,Jack,Wilson,jack.wilson@outlook.com,3333 Adam Square Apt. 530,Lagos,432466,15/08/2024,09/12/2024 18:51,Standard,,8209252450
C04106,Daniel,Mckee,dmckee@engineer.com,"5251 Ariana Flat, Rivers",Port Harcourt,,17/02/2025,5/15/2025 5:26,VIP,30/09/1945,7134652833
C04107,Joseph,Smith,joseph.smith@outlook.com,"5350 Vasquez Centers Apt. 384, Rivers",Port Harcourt,770068,07/06/2024,9/26/2024 15:24,Gold,04/08/2003,7096908296
C04108,Janet,Parsons,janet.parsons@yahoo.com,716 Robert Freeway,Port Harcourt,322503,04/06/2024,3/21/2025 4:05,Standard,27/06/1957,7070619114
C04109,Alicia,Smith,asmith@hotmail.com,2879 Phillip Corners,Port Harcourt,988977,19/04/2025,4/25/2025 22:30,Bronze,21/11/1986,8244262608
C04110,Nicole,Frost,nicole.frost@gmail.com,33789 Gabrielle Roads Apt. 087,Lagos,979598,02/02/2025,2/14/2025 4:42,standard,,8205111475
C04111,Deborah,Williams,deborah.williams@iwantthis.com.ng,14842 Crystal Greens Apt. 530,Lagos,727857,24/03/2024,03/07/2025 13:59,Bronze_v2,06/04/1950,8122121816
C04112,Shawn,Bryant,shawn.bryant@mail.com,"021 Larson Mills Suite 732, Oyo",Ibadan,432281,01/11/2023,12/30/2024 10:00,New,29/01/1981,9083478719
C04113,Hannah,Stone,hstone@outlook.com,781 Wilson Lakes Suite 297,Port Harcourt,,19/06/2024,12/20/2024 16:11,Silver,12/09/1994,001-709-402-6646x7707
C04114,Danny,Andersen,danny_andersen@iwantthis.com.ng,5775 Richard Union Suite 985,Owerri,652417,08/04/2025,,Gold,,8174023165
C04115,Amanda,Adkins,amanda.adkins@aol.com,"64002 Anna Village Suite 918, Lagos",Lagos,162634,03/03/2024,4/13/2024 13:30,New,06/08/2005,8027376506
C04116,Timothy,Yu,timothy.yu@aol.com,41361 Lyons Park Suite 855,Port Harcourt,962008,16/05/2025,5/18/2025 4:18,Bronze,30/09/1978,8299331398
C04117,Michael,Lara,michael_lara@outlook.com,16912 Montgomery Wells Suite 092,Lagos,307920,13/12/2023,04/07/2024 18:07,,19/03/1993,9152489832
C04118,Patricia,Richardson,prichardson@beta.ng,66753 Chaney Mountains Apt. 424,Enugu,903444,22/02/2024,12/27/2024 21:00,Gold,11/01/1977,9106986220
C04119,Victor,Adams,victoradams@outlook.com,"821 Jones Ports, Kano",Kano,635828,06/01/2025,4/28/2025 6:41,Standard,22/07/1962,9058440694
C04120,Willie,Robertson,wrobertson@iwantthis.com.ng,066 Salas Fall Suite 352,Port Harcourt,150668,31/05/2024,6/20/2024 5:27,Standard,20/03/1991,-8508
C04121,Tyler,Anderson,anderson.t@outlook.com,086 Conner Streets,Ibadan,297493,21/05/2024,,VIP,15/12/1986,7137509210
C04122,Robert,Jacobson,robert.jacobson@hotmail.com,998 Joy Expressway,Port Harcourt,435707,24/09/2023,,,14/02/1998,8181043671
C04123,Melissa,Weaver,melissaweaver@hotmail.com,2424 Lisa Tunnel,Kano,748088,29/09/2023,1/27/2024 17:32,Gold,,9123426070
C04124,Lindsey,Barker,lindsey.barker@iwantthis.com.ng,8728 Darin Junction,Abuja,437691,08/05/2024,7/26/2024 13:45,Bronze,16/08/1987,9024812647
C04125,Joseph,Keller,joseph_keller@gmail.com,46455 James Way Apt. 438,Port Harcourt,407280,10/05/2025,,Standard,,7001091955
C04126,Haley,Ramos,haley.ramos@yahoo.com,"0412 Wilson Road, Akwa Ibom",Uyo,502990,01/08/2024,,Gold,12/12/1996,
C04127,Kevin,Chang,kevinchang@beta.ng,086 Courtney Park,Ibadan,143984,24/06/2024,2/22/2025 7:59,Standard,12/06/2004,(462)212-5550
C04128,Anthony,Henderson,anthony.henderson@yahoo.com,"35033 Calvin Parkway, Lagos",Lagos,,27/03/2025,,Platinum,14/02/1988,8232436366
C04129,Kimberly,Wilson,kimberly.wilson@yahoo.com,"7655 Miller Route Suite 619, Rivers",Port Harcourt,922361,08/01/2025,,,31/03/1951,8226735349
C04130,Larry,Keith,larrykeith@aol.com,"38602 Jeffrey Inlet, Lagos",Lagos,712527,06/02/2024,,VIP,28/11/1939,7137119897
C04131,Cynthia,Garcia,cynthia.garcia@aol.com,27322 Candace Route,Warri,696189,12/08/2024,2/20/2025 22:18,VIP,27/03/1958,9055259076
C04132,Alyssa,Golden,agolden@hotmail.com,"15355 Thomas Station Suite 386, Rivers",Port Harcourt,632341,08/09/2023,3/15/2024 4:24,Silver,01/01/1900,7065726063
C04133,William,Flores,william.flores@yahoo.com,80154 James Cape,Port Harcourt,717719,19/04/2024,11/14/2024 2:58,Silver,01/01/1900,8098831546
C04134,Samantha,Pope,samantha.pope@gmail.com,6559 Stacey Rue,Abuja,271726,31/03/2025,5/13/2025 6:02,,29/02/2004,8242884629
C04135,Derek,Kaiser,derek.kaiser@outlook.com,5930 Jason Harbor Suite 384,Ibadan,845704,19/03/2025,4/24/2025 6:14,standard,13/11/2001,
C04136,Cody,Webster,cwebster@beta.ng,"8736 Nathaniel Divide, Rivers",Port Harcourt,370142,30/11/2024,,Platinum,24/06/1942,7194277362
C04137,Heather,Shelton,hshelton@hotmail.com,"81806 Castro Radial Apt. 559, Delta",Warri,366661,07/01/2025,03/08/2025 02:45,,08/10/1956,9087343394
C04138,William,Mueller,williammueller@outlook.com, 9265 James Stream Apt. 889,Port Harcourt,631514,08/06/2024,6/13/2024 17:43,VIP,31/12/1983,8205555119
C04139,Rebecca,Vargas,rvargas@workmail.com,47520 Michael Extension,Lagos,515988,24/11/2024,01/03/2025 19:01,Standard,18/01/1988,7156285973
C04140,Elizabeth,Kramer,elizabeth_kramer@techie.com,"3047 Galvan Estate, Rivers",Port Harcourt,719967,09/03/2025,04/01/2025 05:17,standard,26/01/1991,8143202478
C04141,Brianna,Gonzales,briannagonzales@hotmail.com,4641 Larry Causeway Apt. 145,Abuja,180162,20/02/2024,12/27/2024 4:50,Standard,01/01/1900,9090357963
C04142,Robert,Harmon,robert_harmon@engineer.com,4947 Maldonado Center Suite 791,Port Harcourt,,06/06/2024,1/14/2025 6:00,Standard,29/08/1975,8135213077
C04143,Cynthia,Porter,cynthia.porter@aol.com,52400 Wyatt Port Suite 601,Port Harcourt,447258,28/07/2024,12/11/2024 14:52,VIP,01/01/1900,946.676.4061x4840
C04144,Brian,Norman,brian.norman@yahoo.com,"62098 Nicholas Heights Apt. 529, Rivers",Port Harcourt,778241,22/06/2024,09/01/2024 15:37,New,01/01/1900,9075498974
C04145,Tiffany,Jensen,tiffanyjensen@gmail.com,43041 Ronald Oval Suite 275,Port Harcourt,777970,08/01/2024,11/09/2024 23:11,Standard,01/01/1900,9039794024
C04146,Danielle,Stevens,danielle.stevens@mail.com,"4637 Mills Mission, Rivers",Port Harcourt,724115,22/09/2024,5/14/2025 15:51,Bronze,29/09/1989,8242071035
C04147,Christopher,Sellers,christopher.sellers@hotmail.com,175 Chapman Squares Apt. 295,Port Harcourt,667436,12/05/2025,5/18/2025 12:51,Bronze,,9155152914
C04148,Shawn,Curtis,shawn_curtis@outlook.com,1754 Bryan Isle Suite 303,Port Harcourt,556190,11/05/2024,09/11/2024 14:56,standard,28/02/1956,7104081786
C04149,Melody,Armstrong,melody.armstrong@outlook.com,"593 James Cove, Rivers",Port Harcourt,631605,12/07/2024,,Standard,19/10/1977,
C04150,Evelyn,Smith,esmith@outlook.com,"528 Jason Mission, Lagos",Lagos,389044,05/04/2025,04/12/2025 13:28,Silver,19/08/1944,7126845975
C04151,Scott,Fowler,fowler.s@gmail.com,990 Tracy Plains Suite 044,Port Harcourt,925656,13/12/2023,,New,16/04/1947,9187470840
C04152,Phyllis,Diaz,phyllisdiaz@beta.ng,3324 Warner Avenue Suite 612,Port Harcourt,613455,14/10/2023,,Platinum,19/06/1944,8023345394
C04153,Gary,Wallace,gary.wallace@aol.com,8257 Williams Route,Port Harcourt,173200,18/01/2025,,Silver,01/04/1936,8007785638
C04154,Michael,Jackson,michaeljackson@iwantthis.com.ng,8247 Jose Garden,Port Harcourt,134921,07/12/2023,7/31/2024 5:01,Standard,10/05/1983,7021662733
C04155,Jeff,Diaz,jeff.diaz@hotmail.com,"3639 Powell Parks, Edo",Benin City,627957,28/11/2024,11/30/2024 14:57,,31/08/1974,8128155910
C04156,Mike,Peterson,mike.peterson@hotmail.com,95330 Rebecca Street,Calabar,243736,23/10/2024,04/02/2025 10:53,standard,30/11/1949,9010928536
C04157,Matthew,Miller,miller.m@mail.com,49024 Hoover Rapids Suite 609,Port Harcourt,512848,08/08/2024,10/06/2024 07:39,standard,01/05/1956,7121966283
C04158,Tyler,Sullivan,tyler.sullivan@hotmail.com,"6213 Billy Ville, Edo",Benin City,361684,12/12/2024,3/28/2025 16:51,New,15/02/1949,8024328475
C04159,Melinda,Hall,melindahall@yahoo.com,"39055 Amanda Skyway Suite 687, Rivers",Port Harcourt,664703,01/12/2023,12/06/2024 03:02,Gold,02/10/1940,7015733056
C04160,Christine,Jackson,christine.jackson@yahoo.com,91187 Samantha Stream Suite 295,Lagos,511686,05/09/2023,3/31/2025 15:44,New,01/01/1900,7072128207
C04161,Jesse,Woods,jwoods@yahoo.com,6978 Myers Garden Apt. 024,Kaduna,144301,05/08/2024,1/16/2025 7:34,Bronze,01/01/1900,
C04162,Mark,Caldwell,markcaldwell@gmail.com,33397 Wilson Fall,Port Harcourt,303830,11/09/2023,08/05/2024 23:43,Platinum,29/10/1988,8043856275
C04163,Jillian,Chavez,jillianchavez@yahoo.com,"196 Kimberly Crossroad Suite 702, Delta",Warri,951218,26/10/2024,01/11/2025 11:36,standard,29/05/1966,8203861013
C04164,Jordan,Cook,cook.j@yahoo.com,"2336 Grace Locks, Rivers",Port Harcourt,860686,26/07/2024,4/22/2025 20:07,Gold,07/05/1937,8067382781
C04165,Ashley,Clark,ashleyclark@outlook.com,48482 doris inlet apt. 696,Lagos,752292,14/11/2023,,,24/04/2005,7155324368
C04166,Brandon,Perez,brandonperez@yahoo.com,"8316 Brown Road Apt. 773, Rivers",Port Harcourt,282060,26/06/2024,,New,13/05/1982,7127302558
C04167,Kerry,Rogers,kerryrogers@beta.ng,06554 Hart Parks,Owerri,136620,03/11/2024,1/14/2025 22:16,,09/12/1974,7186884698
C04168,Heather,Dawson,dawson.h@gmail.com,10314 Hall Run,Lagos,422458,17/03/2025,05/09/2025 18:09,standard,27/06/1977,9101083646
C04169,William,Miller,wmiller@mail.ng,029 Adam Meadows,Ibadan,888948,24/03/2025,5/14/2025 4:15,Standard,01/05/1980,8013693429
C04170,Ruth,Lee,ruthlee@yahoo.com,205 Mccullough Knoll,Port Harcourt,619734,30/08/2024,,Silver,11/05/1958,8005739654
C04171,Carrie,Wong,carrie_wong@outlook.com,0479 Cynthia Stravenue,Port Harcourt,257248,10/12/2023,12/18/2023 23:25,,14/09/1936,9113106714
C04172,Brian,Pineda,bpineda@hotmail.com,6388 Caitlin Via,Port Harcourt,703977,22/04/2024,,New ,14/11/1968,8250523198
C04173,Jerry,Dudley,jerry_dudley@outlook.com,6487 Katherine Port,Port Harcourt,399456,14/03/2025,05/06/2025 07:50,Gold,15/07/1997,8001925976
C04174,Rachel,Smith,rachel_smith@yahoo.com,"15804 Todd Land, Lagos",Lagos,240019,12/06/2024,3/23/2025 16:59,Platinum,01/01/1900,7062634071
C04175,David,Bryant,davidbryant@hotmail.com,870 Wang Grove Apt. 215,Port Harcourt,,19/10/2023,,standard,25/01/1948,9191776471
C04176,Stephanie,Anderson,stephanie.anderson@outlook.com,3698 James Alley Apt. 012,Port Harcourt,578463,18/08/2024,10/21/2024 13:55,Bronze,09/11/1942,9124725214
C04177,Donald,Meadows,donald.meadows@yahoo.com,"615 Daniel Square, Rivers",Port Harcourt,675370,06/01/2024,02/05/2025 00:20,standard,15/07/1983,9108827101
C04178,Gilbert,Adams,gilbertadams@consultant.com,"66783 Anderson Village Apt. 318, Rivers",Port Harcourt,381420,25/01/2025,3/28/2025 14:30,Bronze,20/07/1952,8114671465
C04179,Patrick,Sanders,psanders@yahoo.com,753 Abbott Common,Port Harcourt,257195,18/04/2024,07/05/2024 07:23,Silver,02/04/1984,
C04180,Nicholas,Liu,nliu@outlook.com,"85793 Devin Fort, Rivers",Port Harcourt,466143,19/02/2024,9/27/2024 10:30,VIP,24/06/1951,8143476240
C04181,Kelly,Jenkins,kelly.jenkins@beta.ng,1766 Jessica Branch,Port Harcourt,807310,06/05/2025,,Gold,12/09/1975,8217540596
C04182,Christina,Dodson,christina_dodson@beta.ng,70632 Reid Forges,Port Harcourt,245008,26/03/2024,4/23/2024 17:57,Standard,27/12/1998,7018601247
C04183,James,Rodriguez,james.rodriguez@outlook.com,2137 Banks Meadow,Port Harcourt,167601,31/12/2024,4/13/2025 9:58,VIP,01/01/1900,9099361844
C04184,Latasha,Wilson,latashawilson@gmail.com,212 Gary Lane,Lagos,673332,11/10/2024,,Standard,01/01/1900,8179167879
C04185,Lisa,Moore,lisa.moore@yahoo.com,86841 Branch Ridges,Abuja,423558,21/06/2024,1/21/2025 9:22,standard,25/08/1982,-2687
C04186,Christian,Conley,christian.conley@yahoo.com,7918 Rogers Spur Suite 311,Port Harcourt,216921,09/03/2024,7/18/2024 19:11,Platinum,03/10/1946,7118839631
C04187,John,Jones,john.jones@mail.com,33847 Bailey Shore,Port Harcourt,880175,20/07/2024,7/25/2024 13:25,Silver,,9084442807
C04188,Stephanie,Harrell,stephanieharrell@aol.com,"4905 Church Ridges, FCT",Abuja,789875,10/12/2023,12/13/2023 1:38,Gold,09/11/1973,8181964904
C04189,Adrienne,Pugh,adrienne.pugh@iwantthis.com.ng,"961 Stephanie Mills, Rivers",Port Harcourt,151220,09/09/2024,,Platinum,12/10/1935,7156721294
C04190,Jennifer,Smith,jennifer.smith@mail.ng,10773 Wright Lane Apt. 005,Lagos,293293,11/02/2024,,Regular,13/07/1991,8175826037
C04191,Jane,Campbell,jane_campbell@gmail.com,2261 Gray Ferry Apt. 741,Port Harcourt,900182,10/08/2024,8/30/2024 23:43,,01/08/1957,8155227540
C04192,James,Walters,james.walters@outlook.com,706 Wood Orchard Suite 918,Kaduna,735463,04/10/2024,10/11/2024 21:46,standard,05/12/1975,7014393057
C04193,Jennifer,Mclaughlin,jmclaughlin@outlook.com,67025 Hill Orchard,Port Harcourt,841518,07/11/2023,4/22/2024 20:58,standard,25/03/1965,8216127656
C04194,Natalie,Hubbard,natalie.hubbard@iwantthis.com.ng,4829 Vance Dam Suite 441,Port Harcourt,,23/12/2024,3/31/2025 1:21,,15/01/1942,8036626394
C04195,Stephen,Smith,stephen.smith@gmail.com,9006 Wagner Keys,Port Harcourt,344922,21/06/2024,09/07/2024 03:45,Standard,,8050942729
C04196,Brian,Murphy,brianmurphy@mail.ng,"201 Patrick Drive, Rivers",Port Harcourt,851328,22/10/2023,12/13/2023 23:31,New,29/08/1971,7048118257
C04197,Isabel,Boyd,boyd.i@gmail.com,302 Rowland Fall,Port Harcourt,629433,30/06/2024,3/23/2025 5:01,Silver,03/10/1934,9059383943
C04198,James,Thompson,jamesthompson@yahoo.com,67691 Julia Crest Apt. 094,Port Harcourt,318816,26/05/2024,,Standard,25/02/1952,8032839800
C04199,Melinda,Martinez,mmartinez3@aol.com,89831 Nicole Hollow Suite 042,Abuja,963096,17/10/2023,8/13/2024 21:20,Standard,21/09/1973,8291946568
C04200,Lauren,Mendez,lauren.mendez@aol.com,91054 Hannah Lock Suite 397,Lagos,792686,23/12/2023,,Silver,,6097735619
C04201,Aaron,Fletcher,aaron_fletcher@outlook.com,8574 Diaz Ramp,Port Harcourt,797157,26/04/2024,5/21/2025 7:42,standard,,7103554961
C04202,Kathy,Moore,moore.k@gmail.com,6055 Shannon Springs,Lagos,986194,08/11/2024,12/23/2024 19:36,Platinum,17/01/1947,8249398362
C04203,Hannah,Brown,hbrown@techie.com,"61144 Gonzalez Summit, Lagos",Lagos,649811,29/12/2023,11/25/2024 3:17,Standard,24/04/1946,9193923472
C04204,Andrew,Roberson,roberson.a@mail.com,04623 Julie Lane,Port Harcourt,389958,08/12/2024,05/04/2025 08:14,Platinum,03/01/2000,7006872520
C04205,Matthew,Krueger,matthew.krueger@yahoo.com,98834 Robinson Knoll,Port Harcourt,265633,20/04/2024,12/27/2024 2:00,standard,15/11/1999,8184232807
C04206,Tiffany,Mccall,tiffany.mccall@gmail.com,90448 Kenneth Groves,Port Harcourt,639273,27/11/2023,09/02/2024 16:51,standard ,15/06/1947,8128374759
C04207,Elizabeth,Sweeney,esweeney@mail.com,2242 Tom Squares Suite 281,Abuja,601410,17/06/2024,10/30/2024 22:18,standard,21/10/2004,8053106197
C04208,David,Griffin,dgriffin@mail.com,192 David Lakes,Abuja,900237,18/09/2024,4/25/2025 6:36,Platinum,25/05/1993,
C04209,Duane,Boyd,duaneboyd@hotmail.com,85841 Patricia Views,Port Harcourt,977426,03/09/2024,11/30/2024 12:04,,01/03/1979,8211048808
C04210,Yvonne,Duran,yvonneduran@iwantthis.com.ng,"2408 Kyle Turnpike Suite 976, Lagos",Lagos,211381,05/02/2024,07/04/2024 23:38,Silver,21/10/1947,8061586862
C04211,Erika,Williams,erikawilliams@mail.com,0008 Bowen Heights Apt. 963,Port Harcourt,390535,06/10/2024,3/25/2025 10:57,Standard,24/03/1958,8180121368
C04212,Barbara,Young,barbara.young@yahoo.com,"0417 Foster Ports, Lagos",Lagos,512579,24/10/2024,12/26/2024 13:54,Standard,29/10/1989,8033431044
C04213,Keith,Kim,kkim@outlook.com,01107 Jessica Circles,Port Harcourt,128536,18/02/2024,1/31/2025 16:31,Platinum,26/04/1976,9192534903
C04214,Darryl,Foster,darryl_foster@mail.com,49518 Gregory Rest Suite 922,Port Harcourt,732371,14/01/2025,4/24/2025 9:53,Bronze,02/01/1964,8019620991
C04215,Patrick,Allison,patrickallison@beta.ng,02392 Brown Village,Port Harcourt,767193,05/01/2025,,Bronze,03/04/2006,8242563287
C04216,Elizabeth,Sanchez,elizabeth.sanchez@gmail.com,387 Tran Camp Suite 519,Port Harcourt,941207,09/01/2025,,Bronze,11/12/1997,
C04217,Christopher,Jenkins,christopher.jenkins@mail.com,4390 Spence Shoal,Port Harcourt,123471,16/08/2024,04/06/2025 04:40,New,11/10/1991,
C04218,Steve,Moore,steve.moore@outlook.com,"781 Alicia Motorway, FCT",Abuja,536555,24/07/2024,03/06/2025 02:21,Standard,22/11/2002,9041572009
C04219,Julia,Bean,julia.bean@hotmail.com,13985 Hughes Courts Apt. 269,Port Harcourt,103532,12/10/2023,12/16/2024 13:16,Silver,11/05/2001,8121972601
C04220,Tanya,Smith,tanya.smith@yahoo.com,66782 Jason Crescent Suite 144,Lagos,729579,11/04/2024,4/17/2024 10:18,Gold,03/02/1961,8119404058
C04221,Anthony,Herrera,anthonyherrera@workmail.com,344 Clark Inlet,Enugu,870929,30/10/2023,,,,8257946622
C04222,Ian,Smith,ian.smith@gmail.com,"208 Micheal Valley, Lagos",Lagos,410618,26/02/2025,,New,19/09/1983,9016415341
C04223,Ashley,Green,ashley.green@aol.com,4254 David Hollow Apt. 824,Port Harcourt,717642,09/10/2023,05/04/2025 07:25,standard,01/01/1900,9169094416
C04224,Jill,Rivera,jillrivera@yahoo.com,96310 Erin Crescent,Port Harcourt,169143,11/05/2025,,Platinum,01/01/1900,8196784854
C04225,Joshua,Cherry,jcherry@aol.com,4652 Timothy Knoll Apt. 547,Lagos,,08/12/2023,5/21/2025 21:10,Silver,28/02/1993,7133669459
C04226,Jerry,Mcknight,jerry.mcknight@mail.ng,96434 Bass Drive,Benin City,442509,29/01/2025,2/23/2025 14:42,Gold,,8135646831
C04227,Amy,Frank,afrank@mail.com,"929 Reed Terrace, Rivers",Port Harcourt,625741,02/07/2024,4/16/2025 0:14,Bronze,01/01/1900,
C04228,Julian,Small,jsmall@mail.ng,"9937 Amanda Ports Apt. 900, Plateau",Jos,944143,27/11/2023,6/25/2024 10:40,Silver,08/08/1973,9164691867
C04229,Pamela,Garrett,pamela.garrett@yahoo.com,"16864 Wilson Valley Suite 992, Lagos",Lagos,131331,23/11/2024,01/03/2025 12:42,VIP,01/01/1900,8262049463
C04230,Amanda,Cowan,amanda.cowan@engineer.com,93098 Caitlyn Mission Apt. 939,Port Harcourt,175874,30/12/2023,01/04/2025 12:23,,30/07/1987,8083347573
C04231,Kelly,Jackson,kelly_jackson@beta.ng,7378 Marcus Brook,Kano,989259,22/08/2024,11/23/2024 13:58,Silver,17/06/1942,8299228068
C04232,Diane,Wallace,diane_wallace@hotmail.com,2814 Amy Terrace,Port Harcourt,111542,30/08/2024,,,,8265635915
C04233,Amber,Osborne,amber.osborne@mail.com,"519 Allison Vista Apt. 526, Rivers",Port Harcourt,828914,03/10/2023,,Standard,31/10/1943,7158361224
C04234,Gloria,Williams,gwilliams@aol.com,724 Stephens Valley Suite 503,Lagos,609828,22/01/2024,,Bronze,27/03/1981,9024940321
C04235,Connie,Young,connie.young@aol.com,"95143 Deborah Forge, Plateau",Jos,528659,15/05/2025,5/15/2025 22:58,standard,,7011711301
C04236,Ashley,Hale,ashley.hale@mail.ng,1943 Nicholson Islands Suite 556,Port Harcourt,831192,28/10/2024,12/11/2024 21:18, standard ,19/12/2006,9082548292
C04237,Brandi,Knox,brandi.knox@yahoo.com,"24001 Casey Green, Cross River",Calabar,380435,23/10/2023,3/27/2024 19:27,VIP,,
C04238,Cory,Li,cli@mail.com,7106 Nicholas Street,Benin City,443799,02/02/2025,03/04/2025 09:10,,,8077631539
C04239,Michael,Kim,michael.kim@aol.com,"764 Bryant Lodge Apt. 528, Rivers",Port Harcourt,434909,28/03/2024,4/17/2024 20:09,Silver (old),22/10/1974,
C04240,Lauren,Day,lday@workmail.com,"303 Sharon Mission Suite 218, Kano",Kano,346996,19/06/2024,11/06/2024 09:01,Gold,05/12/1983,7195059321
C04241,Margaret,Williams,margaret_williams@outlook.com,"072 Angie Green Apt. 547, Lagos",Lagos,100969,05/12/2024,2/21/2025 19:16,,06/12/1940,8130585301
C04242,Kevin,Hancock,kevin_hancock@aol.com,321 Terri Points Suite 324,Lagos,335975,24/07/2024,2/13/2025 3:57, VIP,21/06/2002,8262469669
C04243,Madeline,Davis,madeline.davis@yahoo.com,17371 Jose Square Suite 342,Abuja,704108,12/10/2023,04/06/2024 15:35,VIP,19/06/1995,8136387566
C04244,Daniel,Nelson,dnelson@outlook.com,42683 Thomas Parkway Suite 953,Port Harcourt,170496,24/04/2025,5/18/2025 18:28,standard,14/01/1946,7106526386
C04245,Michael,Haynes,michael.haynes@aol.com,6787 Melissa Island Suite 933,Port Harcourt,402456,09/04/2025,04/10/2025 16:50,New,18/03/1993,7087748584
C04246,Brittany,Brown,brittanybrown@yahoo.com,"118 Kathleen Bypass, Kaduna",Kaduna,,18/09/2024,01/04/2025 06:00,Platinum,16/08/2006,8254412723
C04247,Danny,Rice,,3763 Mark Junctions,Port Harcourt,139644,19/01/2025,3/27/2025 10:36,New,,8183492953
C04248,Robert,Pierce,pierce.r@outlook.com,925 Green Prairie,Abuja,621796,28/01/2025,3/20/2025 9:06,New,11/04/1971,8151005693
C04249,Sherry,Gonzalez,sherry_gonzalez@outlook.com,756 James Parks,Calabar,378257,21/08/2024,12/06/2024 05:10,,14/12/1987,9156461931
C04250,Jeffrey,Jones,jones.j@iwantthis.com.ng,6724 Love Centers Suite 513,Abuja,233285,14/09/2023,2/22/2024 17:43,Standard,07/01/1966,7034306743
C04251,Sara,Campos,sara_campos@mail.com,745 Evelyn Springs,Port Harcourt,285156,15/03/2024,3/24/2025 13:25,Gold,23/03/2000,7091634144
C04252,Andrew,Bolton,bolton.a@mail.com,"9762 Barrera Row Apt. 406, Rivers",Port Harcourt,732649,22/09/2024,,Bronze,09/02/1986,7168249393
C04253,Amanda,Woods,awoods@beta.ng,5447 Page Spur,Lagos,760294,31/08/2023,,Bronze,24/04/2003,8236069373
C04254,Barbara,Mckee,barbaramckee@hotmail.com,230 Rodriguez Gardens,Uyo,245490,08/05/2024,12/21/2024 7:25,New,,
C04255,Lisa,Giles,lisagiles@outlook.com,8007 Kerri Prairie,Lagos,611550,27/04/2024,4/29/2024 2:05,VIP,11/08/1976,9104687035
C04256,Sheryl,Cole,sheryl_cole@yahoo.com,612 Anderson Turnpike Apt. 424,Lagos,797647,27/12/2024,4/26/2025 22:11,Standard,01/01/1900,9073117152
C04257,Michael,Turner,michael.turner@yahoo.com,627 Cory Ridges Apt. 446,Port Harcourt,970419,06/04/2024,7/17/2024 3:06,Bronze,05/04/1960,8072180735
C04258,Kimberly,Wilkins,kwilkins@iwantthis.com.ng,19961 Wood Inlet,Enugu,322576,03/02/2024,,Silver,10/10/1943,(998)753-4092x72325
C04259,Alan,Torres,alan.torres@yahoo.com,9992 Holly Rue,Port Harcourt,288756,23/09/2023,10/11/2023 05:11,standard,20/08/1941,7033214199
C04260,Jasmine,Lee,jasminelee@iwantthis.com.ng,34918 James Mall Apt. 580,Port Harcourt,627329,09/05/2024,,Bronze,,9156238002
C04261,Cynthia,Phillips,cynthia.phillips@hotmail.com,"0435 Kenneth Dam Apt. 562, Lagos",Lagos,252208,12/01/2024,,Bronze,06/03/1980,8239767596
C04262,Felicia,Hernandez,felicia.hernandez@mail.com,15283 Marshall Drive Apt. 908,Port Harcourt,319755,25/04/2025,,,10/05/1952,9157229395
C04263,Glenda,Daniel,glenda.daniel@aol.com,00645 Hensley Union,Port Harcourt,125777,31/01/2024,04/04/2025 12:15,standard,,9153564386
C04264,Heidi,Washington,heidiwashington@mail.com,"62002 Mcdaniel Tunnel, Lagos",Lagos,770364,06/02/2025,05/02/2025 17:58,Platinum,14/02/1953,8284075797
C04265,Rachel,Freeman,rfreeman@beta.ng,7847 Cory Heights Suite 668,Port Harcourt,712529,25/01/2025,3/16/2025 5:25,Silver,26/01/2005,
C04266,Cheryl,Brown,cheryl.brown@yahoo.com,"0467 Eduardo Radial Suite 129, FCT",Abuja,252767,07/06/2024,6/30/2024 0:01,,08/01/1996,
C04267,Ashley,Bailey,ashley_bailey@gmail.com,"99145 Vasquez Mission Apt. 198, Lagos",Lagos,504979,12/03/2024,3/29/2024 2:12, Gold ,03/06/1967,9161082089
C04268,Jack,Martinez,jackmartinez@yahoo.com,"43383 Roach Ports, Rivers",Port Harcourt,907132,20/02/2025,04/12/2025 19:47,VIP,02/02/1996,7059174791
C04269,Steven,Kirby,kirby.s@outlook.com,6616 Williams Ferry,Port Harcourt,777173,25/04/2024,,,,8063572328
C04270,Spencer,Smith,spencer.smith@gmail.com,64808 Caroline Path,Aba,537582,03/11/2023,,,,8151390421
C04271,Lucas,Henderson,lucashenderson@mail.com,"6519 Henry Loaf Apt. 484, Rivers",Port Harcourt,247232,31/07/2024,3/15/2025 7:27,Bronze,12/08/1983,7089737562
C04272,Jason,Hobbs,jasonhobbs@aol.com,"808 Olivia Light, Oyo",Ibadan,240596,28/01/2024,11/09/2024 07:09,VIP,01/01/1900,8181463328
C04273,Madison,Burke,madisonburke@yahoo.com,0751 Morris Port Apt. 169,Calabar,517135,01/10/2024,12/18/2024 18:59,Gold,17/01/1944,455-333-1573x8081
